state,diet_need,day_of_week,meal_type,dish,allergens,instructions,exercise,warning
Madhya Pradesh,bulking,Wednesday,snack,Kalakand,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Wednesday,dinner,Mutton Korma,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Thursday,breakfast,Jalebi with Rabri,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Thursday,lunch,Chhole Bhature,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Thursday,snack,Rabri,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Thursday,dinner,Bhopali Chicken Curry,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Friday,breakfast,Aloo Poha,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Friday,lunch,Keema Pulao,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Friday,snack,Shikanji (sweet),None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Friday,dinner,Fish Curry with Rice,Fish,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Saturday,breakfast,Kachori,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Saturday,lunch,Mutton Biryani,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Saturday,snack,Gulab Jamun,Milk,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Saturday,dinner,Dal Bafla Thali,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Sunday,breakfast,Poha Jalebi,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Sunday,lunch,Full Malwa Thali,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Sunday,snack,Mawa Bati,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,bulking,Sunday,dinner,Bhopali Chicken Thali,None,"Ensure adequate protein intake for muscle growth. Eat frequent, nutrient-dense meals. Stay hydrated.","Focus on heavy compound lifts (squats, deadlifts, bench press) 3-4 times a week. Include some cardio for heart health.","Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_gain,Monday,breakfast,Poha with extra Jalebi,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_gain,Monday,lunch,Bhopali Gosht with Butter Naan,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_gain,Monday,snack,Mawa Bati (2 pcs),None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_gain,Monday,dinner,Seekh Kebab with Butter Paratha,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_gain,Tuesday,breakfast,Dal Bafla with heavy Ghee,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_gain,Tuesday,lunch,Palak Gosht with Ghee Rice,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_gain,Tuesday,snack,Malpua with Rabri,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_gain,Tuesday,dinner,Chicken Rezala with Laccha Paratha,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_gain,Wednesday,breakfast,Patties with Sev,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_gain,Wednesday,lunch,Indori Poha with extra Sev and Jalebi,None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
Madhya Pradesh,weight_gain,Wednesday,snack,Kalakand (large),None,Increase calorie intake with healthy fats and complex carbohydrates. Eat frequently and don't skip meals. Incorporate healthy snacks.,Strength training is key. Aim for 3-4 sessions per week focusing on progressive overload. Limit excessive cardio.,"Avoid smoking and excessive alcohol consumption, as they can hinder your health goals."
